paper_id,day,title,authors_short,authors,relevance,include_decision,editing_cluster,method_family,modality,reading_priority,best_use,editing_intent,evidence_basis,signals,exclusion_reason,paper_page,pdf,arxiv,abstract
1346,2026-06-06,EchoFoley: Event-Centric Hierarchical Control for Video Grounded Creative Sound Generation,"Bingxuan Li, Yiming Cui, Yicheng He et al.",Bingxuan Li; Yiming Cui; Yicheng He; Yiwei Wang; Shu Zhang; Longyin Wen; Yulei Niu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Li_EchoFoley_Event-Centric_Hierarchical_Control_for_Video_Grounded_Creative_Sound_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_EchoFoley_Event-Centric_Hierarchical_Control_for_Video_Grounded_Creative_Sound_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.24731,
1352,2026-06-06,Dual Graph Regularized Deep Unfolding Network for Guided Depth Map Super-resolution,"Zhiwei Zhong, Peilin Chen, Qiangqiang Shen et al.",Zhiwei Zhong; Peilin Chen; Qiangqiang Shen; Bo Li; Shiqi Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution; depth,更接近 restoration/enhancement，缺少编辑意图；关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Zhong_Dual_Graph_Regularized_Deep_Unfolding_Network_for_Guided_Depth_Map_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_Dual_Graph_Regularized_Deep_Unfolding_Network_for_Guided_Depth_Map_CVPR_2026_paper.pdf,,
1355,2026-06-06,Illustrator's Depth: Monocular Layer Index Prediction for Image Decomposition,"Nissim Maruani, Peiying Zhang, Siddhartha Chaudhuri et al.",Nissim Maruani; Peiying Zhang; Siddhartha Chaudhuri; Matthew Fisher; Nanxuan Zhao; Vladimir G. Kim; Pierre Alliez; Mathieu Desbrun; Wang Yifan,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,layer; depth,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Maruani_Illustrators_Depth_Monocular_Layer_Index_Prediction_for_Image_Decomposition_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Maruani_Illustrators_Depth_Monocular_Layer_Index_Prediction_for_Image_Decomposition_CVPR_2026_paper.pdf,,
1357,2026-06-06,MoCoDiff: A Controllable Autoregressive Diffusion Model for Expressive Motion Generation,"Wenfeng Song, Xuehan Wang, Shuai Li et al.",Wenfeng Song; Xuehan Wang; Shuai Li; Yi Chen; Yuting Guo; Zhenyu Wu; Xingliang Jin; Chenglizhao Chen; Fei Hou; Hongyu Wu; Aimin Hao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Song_MoCoDiff_A_Controllable_Autoregressive_Diffusion_Model_for_Expressive_Motion_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_MoCoDiff_A_Controllable_Autoregressive_Diffusion_Model_for_Expressive_Motion_Generation_CVPR_2026_paper.pdf,,
1366,2026-06-06,EcoAlign: An Economically Rational Framework for Efficient LVLM Alignment,"Ruoxi Cheng, Hao-Xuan Ma, Teng Ma et al.",Ruoxi Cheng; Hao-Xuan Ma; Teng Ma; Hongyi Zhang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Cheng_EcoAlign_An_Economically_Rational_Framework_for_Efficient_LVLM_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cheng_EcoAlign_An_Economically_Rational_Framework_for_Efficient_LVLM_Alignment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.11301,
1368,2026-06-06,Gated KalmaNet: A Fading Memory Layer through Test-time Ridge Regression,"Liangzu Peng, Aditya Chattopadhyay, Luca Zancato et al.",Liangzu Peng; Aditya Chattopadhyay; Luca Zancato; Elvis Nunez; Wei Xia; Stefano Soatto,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,layer,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Peng_Gated_KalmaNet_A_Fading_Memory_Layer_through_Test-time_Ridge_Regression_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_Gated_KalmaNet_A_Fading_Memory_Layer_through_Test-time_Ridge_Regression_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.21016,
1371,2026-06-06,FlowDC: Flow-Based Decoupling-Decay for Complex Image Editing,"Yilei Jiang, Zhen Wang, Yanghao Wang et al.",Yilei Jiang; Zhen Wang; Yanghao Wang; Jun Yu; Yueting Zhuang; Jun Xiao; Long Chen,强相关,include,直接编辑、修补与合成,Flow / Rectified Flow,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_FlowDC_Flow-Based_Decoupling-Decay_for_Complex_Image_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_FlowDC_Flow-Based_Decoupling-Decay_for_Complex_Image_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.11395,
1375,2026-06-06,PAM: A Pose-Appearance-Motion Engine for Sim-to-Real HOI Video Generation,"Mingju Gao, Kaisen Yang, Huan-ang Gao et al.",Mingju Gao; Kaisen Yang; Huan-ang Gao; Bohan Li; Ao Ding; Wenyi Li; Yangcheng Yu; Jinkun Liu; Shaocong Xu; Yike Niu; Haohan Chi; Hao Chen; Hao Tang; Yu Zhang; Li Yi; Hao Zhao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,appearance,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Gao_PAM_A_Pose-Appearance-Motion_Engine_for_Sim-to-Real_HOI_Video_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_PAM_A_Pose-Appearance-Motion_Engine_for_Sim-to-Real_HOI_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22193,
1379,2026-06-06,NaTex: Seamless Texture Generation as Latent Color Diffusion,"Zeqiang Lai, Yunfei Zhao, Zibo Zhao et al.",Zeqiang Lai; Yunfei Zhao; Zibo Zhao; Xin Yang; Xin Huang; Jingwei Huang; Xiangyu Yue; Chunchao Guo,中相关,include,风格、纹理与外观编辑,Diffusion Model,图像,Skim -> Deep,作为外观迁移、风格/纹理素材生成模块阅读，重点看语义与纹理一致性。,改变纹理、风格、颜色或外观层，常作为图像编辑工作流的素材/外观模块。,CVF metadata title-level triage,texture generation,,https://openaccess.thecvf.com/content/CVPR2026/html/Lai_NaTex_Seamless_Texture_Generation_as_Latent_Color_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lai_NaTex_Seamless_Texture_Generation_as_Latent_Color_Diffusion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.16317,
1385,2026-06-06,Stand-In: A Lightweight and Plug-and-Play Identity Control for Video Generation,"Bowen Xue, Zheng-Peng Duan, Qixin Yan et al.",Bowen Xue; Zheng-Peng Duan; Qixin Yan; Wenjing Wang; Hao Liu; Chun-Le Guo; Chongyi Li; Chen Li; Jing Lyu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Xue_Stand-In_A_Lightweight_and_Plug-and-Play_Identity_Control_for_Video_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xue_Stand-In_A_Lightweight_and_Plug-and-Play_Identity_Control_for_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.07901,
1389,2026-06-06,Locate-Then-Examine: Grounded Region Reasoning Improves Detection of AI-Generated Images,"Yikun Ji, Yan Hong, Bowen Deng et al.",Yikun Ji; Yan Hong; Bowen Deng; Jun Lan; Huijia Zhu; Weiqiang Wang; Liqing Zhang; Jianfu Zhang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Ji_Locate-Then-Examine_Grounded_Region_Reasoning_Improves_Detection_of_AI-Generated_Images_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ji_Locate-Then-Examine_Grounded_Region_Reasoning_Improves_Detection_of_AI-Generated_Images_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.04225,
1404,2026-06-06,HDW-SR: High-Frequency Guided Diffusion Model based on Wavelet Decomposition for Image Super-Resolution,"Chao Yang, Boqian Zhang, Jinghao Xu et al.",Chao Yang; Boqian Zhang; Jinghao Xu; Guang Jiang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Yang_HDW-SR_High-Frequency_Guided_Diffusion_Model_based_on_Wavelet_Decomposition_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_HDW-SR_High-Frequency_Guided_Diffusion_Model_based_on_Wavelet_Decomposition_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.13175,
1409,2026-06-06,Delta Rectified Flow Sampling for Text-to-Image Editing,"Gaspard Beaudouin, Minghan Li, Jaeyeon Kim et al.",Gaspard Beaudouin; Minghan Li; Jaeyeon Kim; Sung-Hoon Yoon; Mengyu Wang,强相关,include,直接编辑、修补与合成,Flow / Rectified Flow,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing; text-to-image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Beaudouin_Delta_Rectified_Flow_Sampling_for_Text-to-Image_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Beaudouin_Delta_Rectified_Flow_Sampling_for_Text-to-Image_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.05342,
1414,2026-06-06,Harmonized Feature Conditioning and Frequency-Prompt Personalization for Multi-Rater Medical Segmentation,"Sanaz Karimijafarbigloo, Armin Khosravi, Alireza Kheyrkhah et al.",Sanaz Karimijafarbigloo; Armin Khosravi; Alireza Kheyrkhah; Reza Azad; Mauricio Reyes; Dorit Merhof,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Karimijafarbigloo_Harmonized_Feature_Conditioning_and_Frequency-Prompt_Personalization_for_Multi-Rater_Medical_Segmentation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Karimijafarbigloo_Harmonized_Feature_Conditioning_and_Frequency-Prompt_Personalization_for_Multi-Rater_Medical_Segmentation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.08210,
1415,2026-06-06,Velox: Learning Representations of 4D Geometry and Appearance,"Anagh Malik, Dorian Chan, Xiaoming Zhao et al.",Anagh Malik; Dorian Chan; Xiaoming Zhao; David B. Lindell; Oncel Tuzel; Jen-Hao Rick Chang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,appearance,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Malik_Velox_Learning_Representations_of_4D_Geometry_and_Appearance_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Malik_Velox_Learning_Representations_of_4D_Geometry_and_Appearance_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.04527,
1422,2026-06-06,Zero-Shot Image Denoising via Hybrid Prior-Guided Pseudo Sample Generation,"Xiaole Zhao, Qingsong Pang, Xiaobo Zhang et al.",Xiaole Zhao; Qingsong Pang; Xiaobo Zhang; Xun Xu; Xun Gong; Yan Yang; Tianrui Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,denoising,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_Zero-Shot_Image_Denoising_via_Hybrid_Prior-Guided_Pseudo_Sample_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_Zero-Shot_Image_Denoising_via_Hybrid_Prior-Guided_Pseudo_Sample_Generation_CVPR_2026_paper.pdf,,
1428,2026-06-06,SAMIX: Reinforcing SAM2 with Semantic Adapter and Reference Selecting Policy for Mix-Supervised Segmentation,"Qiang Hu, Jiajie Wei, Zhenyu Yi et al.",Qiang Hu; Jiajie Wei; Zhenyu Yi; Zhifen Yan; Yingjie Guo; Hongkuan Shi; Ge-Peng Ji; Qiang Li; Zhiwei Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,adapter; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Hu_SAMIX_Reinforcing_SAM2_with_Semantic_Adapter_and_Reference_Selecting_Policy_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_SAMIX_Reinforcing_SAM2_with_Semantic_Adapter_and_Reference_Selecting_Policy_CVPR_2026_paper.pdf,,
1439,2026-06-06,RegionFuse: Region-Adaptive Pixel Distribution Learning for Infrared and Visible Image Fusion,"Jianghan Xia, Hong Song, Jinfu Li et al.",Jianghan Xia; Hong Song; Jinfu Li; Yucong Lin; Shihan Ma; Jingfan Fan; Danni Ai; Tianyu Fu; Deqiang Xiao; Jian Yang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Xia_RegionFuse_Region-Adaptive_Pixel_Distribution_Learning_for_Infrared_and_Visible_Image_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xia_RegionFuse_Region-Adaptive_Pixel_Distribution_Learning_for_Infrared_and_Visible_Image_CVPR_2026_paper.pdf,,
1441,2026-06-06,Proxy3D: Efficient 3D Representations for Vision-Language Models via Semantic Clustering and Alignment,"Jerry Jiang, Haowen Sun, Denis Gudovskiy et al.",Jerry Jiang; Haowen Sun; Denis Gudovskiy; Yohei Nakata; Tomoyuki Okuno; Kurt Keutzer; Wenzhao Zheng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_Proxy3D_Efficient_3D_Representations_for_Vision-Language_Models_via_Semantic_Clustering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Proxy3D_Efficient_3D_Representations_for_Vision-Language_Models_via_Semantic_Clustering_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.08064,
1442,2026-06-06,MV3DIS: Multi-View Mask Matching via 3D Guides for Zero-Shot 3D Instance Segmentation,"Yibo Zhao, Yigong Zhang, Jin Xie",Yibo Zhao; Yigong Zhang; Jin Xie,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_MV3DIS_Multi-View_Mask_Matching_via_3D_Guides_for_Zero-Shot_3D_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_MV3DIS_Multi-View_Mask_Matching_via_3D_Guides_for_Zero-Shot_3D_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.08916,
1447,2026-06-06,FedMPT: Federated Multi-Label Prompt Tuning of Vision-Language Models,"Xucong Wang, Pengkun Wang, Zhe Zhao et al.",Xucong Wang; Pengkun Wang; Zhe Zhao; Liheng Yu; Shuang Wang; Yang Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_FedMPT_Federated_Multi-Label_Prompt_Tuning_of_Vision-Language_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_FedMPT_Federated_Multi-Label_Prompt_Tuning_of_Vision-Language_Models_CVPR_2026_paper.pdf,,
1448,2026-06-06,Fine-Grained GRPO for Precise Preference Alignment in Flow Models,"Yujie Zhou, Pengyang Ling, Jiazi Bu et al.",Yujie Zhou; Pengyang Ling; Jiazi Bu; Yibin Wang; Yuhang Zang; Jiaqi Wang; Li Niu; Guangtao Zhai,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_Fine-Grained_GRPO_for_Precise_Preference_Alignment_in_Flow_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_Fine-Grained_GRPO_for_Precise_Preference_Alignment_in_Flow_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.01982,
1449,2026-06-06,Attribute-Preserving Pseudo-Labeling for Diffusion-Based Face Swapping,"Jiwon Kang, Yeji Choi, JoungBin Lee et al.",Jiwon Kang; Yeji Choi; JoungBin Lee; Wooseok Jang; Jinhyeok Choi; Taekeun Kang; Yongjae Park; Myungin Kim; Seungryong Kim,强相关,include,身份、人像与虚拟试穿,Diffusion Model,人像 / 人体,Deep Read,作为人像、身份保持、虚拟试穿方向阅读，重点看身份/属性解耦和数据协议。,保持人物身份、服饰或面部属性，同时改变外观、姿态或穿搭。,CVF metadata title-level triage,face swapping,,https://openaccess.thecvf.com/content/CVPR2026/html/Kang_Attribute-Preserving_Pseudo-Labeling_for_Diffusion-Based_Face_Swapping_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kang_Attribute-Preserving_Pseudo-Labeling_for_Diffusion-Based_Face_Swapping_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.15288,
1466,2026-06-06,HorizonForge: Driving Scene Editing with Any Trajectories and Any Vehicles,"Yifan Wang, Francesco Pittaluga, Zaid Tasneem et al.",Yifan Wang; Francesco Pittaluga; Zaid Tasneem; Chenyu You; Manmohan Chandraker; Ziyu Jiang,强相关,include,视频、多视图与3D编辑,Title-level unknown / Other,图像,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,scene editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_HorizonForge_Driving_Scene_Editing_with_Any_Trajectories_and_Any_Vehicles_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_HorizonForge_Driving_Scene_Editing_with_Any_Trajectories_and_Any_Vehicles_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21333,
1469,2026-06-06,FisherPoser: Human Motion Estimation from Sparse Observations with Hierarchical Region-Wise Fisher-Matrix Uncertainty Modeling,"Songpengcheng Xia, Qingyu Zhang, Zhuo Su et al.",Songpengcheng Xia; Qingyu Zhang; Zhuo Su; Jiarui Yang; Zengyuan Lai; Qi Wu; Ling Pei,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region; human motion,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Xia_FisherPoser_Human_Motion_Estimation_from_Sparse_Observations_with_Hierarchical_Region-Wise_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xia_FisherPoser_Human_Motion_Estimation_from_Sparse_Observations_with_Hierarchical_Region-Wise_CVPR_2026_paper.pdf,,
1472,2026-06-06,DarkAct: A RGB-Thermal Dataset and Fusion Framework for Multimodal Low-Light Action Recognition,"Yuanjun Tan, Aoran Xiao, Liqian Deng et al.",Yuanjun Tan; Aoran Xiao; Liqian Deng; Zhigang Tu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,low-light,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Tan_DarkAct_A_RGB-Thermal_Dataset_and_Fusion_Framework_for_Multimodal_Low-Light_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tan_DarkAct_A_RGB-Thermal_Dataset_and_Fusion_Framework_for_Multimodal_Low-Light_CVPR_2026_paper.pdf,,
1474,2026-06-06,M3Grounder: Mask-Based Multi-Span and Multi-Granular Grounding for Document QA,"Venkata Kesav Venna, Sai Madhusudan Gunda, Jyothi Swaroopa Jinka et al.",Venkata Kesav Venna; Sai Madhusudan Gunda; Jyothi Swaroopa Jinka; Hrithik Sagar Rachakonda; Anirudh Srinivasan; Ravi Kiran Sarvadevabhatla,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Venna_M3Grounder_Mask-Based_Multi-Span_and_Multi-Granular_Grounding_for_Document_QA_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Venna_M3Grounder_Mask-Based_Multi-Span_and_Multi-Granular_Grounding_for_Document_QA_CVPR_2026_paper.pdf,,
1485,2026-06-06,Event-Illumination Collaborative Low-light Image Enhancement with a High-resolution Real-world Dataset,"Senyan Xu, Zhijing Sun, Kean Liu et al.",Senyan Xu; Zhijing Sun; Kean Liu; Xin Lu; Ruixuan Jiang; Xueyang Fu; Zheng-Jun Zha,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,low-light,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Event-Illumination_Collaborative_Low-light_Image_Enhancement_with_a_High-resolution_Real-world_Dataset_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Event-Illumination_Collaborative_Low-light_Image_Enhancement_with_a_High-resolution_Real-world_Dataset_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.22186,
1490,2026-06-06,Improving Calibration in Test-Time Prompt Tuning for Vision-Language Models via Data-Free Flatness-Aware Prompt Pretraining,"Hyeonseo Jang, Jaebyeong Jeon, Joong-Won Hwang et al.",Hyeonseo Jang; Jaebyeong Jeon; Joong-Won Hwang; Kibok Lee,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Jang_Improving_Calibration_in_Test-Time_Prompt_Tuning_for_Vision-Language_Models_via_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jang_Improving_Calibration_in_Test-Time_Prompt_Tuning_for_Vision-Language_Models_via_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.27715,
1498,2026-06-06,PROMO: Promptable Outfitting for Efficient High-Fidelity Virtual Try-On,"Haohua Chen, Tianze Zhou, Wei Zhu et al.",Haohua Chen; Tianze Zhou; Wei Zhu; Runqi Wang; Yandong Guan; Dejia Song; Yibo Chen; Xu Tang; Yao Hu; Lu Sheng; Zhiyong Wu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,virtual try-on; try-on,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_PROMO_Promptable_Outfitting_for_Efficient_High-Fidelity_Virtual_Try-On_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_PROMO_Promptable_Outfitting_for_Efficient_High-Fidelity_Virtual_Try-On_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.11675,
1500,2026-06-06,Anatomica: Localized Control over Geometric and Topological Properties for Anatomical Diffusion Models,"Karim Kadry, Abdalla Abdelwahed, Ajay Manicka et al.",Karim Kadry; Abdalla Abdelwahed; Ajay Manicka; Naravich Chutisilp; Farhad R. Nezami; Elazer R. Edelman,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,localized; control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Kadry_Anatomica_Localized_Control_over_Geometric_and_Topological_Properties_for_Anatomical_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kadry_Anatomica_Localized_Control_over_Geometric_and_Topological_Properties_for_Anatomical_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20587,
1510,2026-06-06,CVA: Context-aware Video-text Alignment for Video Temporal Grounding,"Sungho Moon, Seunghun Lee, Jiwan Seo et al.",Sungho Moon; Seunghun Lee; Jiwan Seo; Sunghoon Im,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Moon_CVA_Context-aware_Video-text_Alignment_for_Video_Temporal_Grounding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Moon_CVA_Context-aware_Video-text_Alignment_for_Video_Temporal_Grounding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24934,
1522,2026-06-06,D$^2$-FOSA: Dual-Diffusion Guided EEG-to-Image Reconstruction with Frequency-Oriented Semantic Alignment,"Chenglong Yu, Shuai Shen, Xiangsheng Li et al.",Chenglong Yu; Shuai Shen; Xiangsheng Li; Yang Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Yu_D2-FOSA_Dual-Diffusion_Guided_EEG-to-Image_Reconstruction_with_Frequency-Oriented_Semantic_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_D2-FOSA_Dual-Diffusion_Guided_EEG-to-Image_Reconstruction_with_Frequency-Oriented_Semantic_Alignment_CVPR_2026_paper.pdf,,
1523,2026-06-06,Spherical Voronoi: Directional Appearance as a Differentiable Partition of the Sphere,"Francesco Di Sario, Daniel Rebain, Dor Verbin et al.",Francesco Di Sario; Daniel Rebain; Dor Verbin; Marco Grangetto; Andrea Tagliasacchi,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,appearance,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Di_Sario_Spherical_Voronoi_Directional_Appearance_as_a_Differentiable_Partition_of_the_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Di_Sario_Spherical_Voronoi_Directional_Appearance_as_a_Differentiable_Partition_of_the_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.14180,
1525,2026-06-06,DreamStereo: Towards Real-Time Stereo Inpainting for HD Videos,"Yuan Huang, Sijie Zhao, Jing Cheng et al.",Yuan Huang; Sijie Zhao; Jing Cheng; Hao Xu; Shaohui Jiao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,inpainting,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Huang_DreamStereo_Towards_Real-Time_Stereo_Inpainting_for_HD_Videos_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_DreamStereo_Towards_Real-Time_Stereo_Inpainting_for_HD_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.12270,
